frop01,"E. MÃ©tral, CERN, Geneva; G. Franchetti, GSI, Darmstadt","Summary of Working Group A on Beam Dynamics in High-Intensity Circular Machines",691 695,
weo1a02,"V. Kornilov, O. Boine-Frankenheim, GSI, Darmstadt","Head-Tail Bunch Dynamics with Space Charge",415 419,
weo1a03,"S.Y. Xu, S.X. Fang, S. Wang, IHEP Beijing, Beijing","The Study of Space Charge Effects for CSNS",420 424,
weo1a04,"K. Ohmi, S. Igarashi, Y. Sato, KEK, Ibaraki","Simulation of Space Charge Effects in JPARC",425 428,
weo1b01,"S. Roesler, M. Brugger, D. Forkel-Wirth, J. Vollaire, CERN, Geneva","Studies of Induced Radioactivity and Residual Dose Rates around Beam Absorbers of Different Materials",448 452,
weo1b02,"N.V. Mokhov, Fermilab, Batavia","Recent MARS15 Developments: Nuclide Inventory, DPA and Gas Production",453 456,
weo1b03,"N. Simos, BNL, Upton, Long Island, New York; P. Hurh, J. Hylen, Fermilab, Batavia; H.G. Kirk, H. Ludewig, BNL, Upton, Long Island, New York; J.R. Misek, N.V. Mokhov, Fermilab, Batavia","Studies of Material Properties under Irradiation at BNL Linear Isotope Producer (BLIP)",457 462,
weo1b04,"I. StrašÃk, V. Chetvertkova, E. Mustafin, GSI, Darmstadt; M. Pavlovic, STU, Bratislava","Beam-Loss Criteria for Heavy Ion Accelerators and Activation of Different Materials",463 467,
weo1b05,"M. Li, ANL, Argonne","Experience with Moving from DPA to Changes in Material Properties",468 471,
weo1c01,"E.B. Holzer, B. Dehning, E. Effinger, J. Emery, CERN, Geneva; V. Grishin, IHEP Protvino, Protvino, Moscow Region; C.F. Hajdu, S. Jackson, C. Kurfuerst, A. Marsili, M. Misiowiec, E. Nebot Del Busto, A. Nordt, C. Roderick, M. Sapinski, C. Zamantzas, CERN, Geneva","Commissioning and Optimization of the LHC BLM System",487 491,
weo1c02,"C. Gabor, STFC/RAL/ASTeC, Chilton, Didcot, Oxon; G.E. Boorman, A. Bosco, Royal Holloway, University of London, Surrey; A.P. Letchford, STFC/RAL, Chilton, Didcot, Oxon; J.K. Pozimski, P. Savage, Imperial College of Science and Technology, Department of Physics, London","Status Report of the RAL Photo-Detachment Beam Profile Monitor",492 496,
weo1c03,"P. Forck, C.A. Andre, F. Becker, R. Haseitl, B. Walasek-HÃ¶hne, GSI, Darmstadt","Beam Induced Fluorescence Profile Monitor Developments",497 501,
weo1c04,"J.M. Carmona, CIEMAT, Madrid; Z. Abou-Haidar, A. Bocci, B. FernÃ¡ndez, J. GarcÃa LÃ3pez, CNA, Sevilla; A. Ibarra, CIEMAT, Madrid; M.C. JimÃ©nez-Ramos, CNA, Sevilla; I. Podadera Aliseda, CIEMAT, Madrid; M. Ãlvarez, CNA, Sevilla","First Measurements of Non-Interceptive Beam Profile Monitor Prototypes for Medium to High Current Hadron Accelerators",502 505,
weo1c05,"K. Satou, J-PARC, KEK & JAEA, Ibaraki-ken; H. Harada, N. Hayashi, JAEA/J-PARC, Tokai-Mura, Naka-Gun, Ibaraki-Ken; S. Lee, T. Toyama, J-PARC, KEK & JAEA, Ibaraki-ken; A. Ueno, JAEA/J-PARC, Tokai-Mura, Naka-Gun, Ibaraki-Ken","IPM Systems for J-PARC RCS and MR",506 510,
weo1c06,"M. Wendt, E. Gianfelice-Wendt, B.M. Hanna, V.E. Scarpine, J. Steimel, R.C. Webber, Fermilab, Batavia","Beam Instrumentation for High-Intensity, Multi-GeV Superconducting Linacs",511 515,
weo2a01,"Y. Hashimoto, J-PARC, KEK & JAEA, Ibaraki-ken; D.A. Arakawa, Y. Hori, KEK, Ibaraki; M. Mitani, MINOTOS, Kunitachi, Tokyo Metropolitan; T. Morimoto, Morimoto Engineering, Iruma, Saitama; S. Muto, KEK, Ibaraki; D. Ohsawa, Kyoto University, Radioisotope Research Center, Kyoto-shi; S. Ohya, UBE, Ichihara, Chiba; Y. Saito, KEK, Ibaraki; Y. Sato, NIRS, Chiba-shi; M.J. Shirakata, JAEA/J-PARC, Tokai-Mura, Naka-Gun, Ibaraki-Ken; T. Toyama, J-PARC, KEK & JAEA, Ibaraki-ken; M. Uota, Y. Yamanoi, KEK, Tsukuba","Multi-Ribbon Profile Monitor Using Carbon Graphite Foil for J-PARC",429 433,
weo2a02,"M. Hori, MPQ, Garching, Munich; K. Hanke, CERN, Geneva","A Time-resolved SEM Monitor with Large Dynamic Range",434 437,
weo2a03,"W. Blokland, ORNL, Oak Ridge, Tennessee","Non-invasive Beam Profile Measurements using an Electron-Beam Scanner",438 442,
weo2a04,"P.-A. Duperrex, V. Gandel, D.C. Kiselev, Y. Lee, U. MÃ¼ller, PSI, Villigen","Current and Transmission Measurement Challenges for high Intensity Beams",443 447,
weo2b01,"K.B. Marinov, B.D. Muratori, S.I. Tzenov, STFC/DL/ASTeC, Daresbury, Warrington, Cheshire","Injection and Extraction for the EMMA NS-FFAG",472 476,
weo2b03,"J.-H. Jang, Y.-S. Cho, H.S. Kim, H.-J. Kwon, KAERI, Daejon; Y.Y. Lee, BNL, Upton, Long Island, New York","Design Status of the PEFP RCS",477 481,
weo2b04,"D. Trbojevic, BNL, Upton, Long Island, New York","Non-Scaling FFAG and their Applications",482 486,
weo2c01,"V. Ptitsyn, Y. Hao, V. Litvinenko, BNL, Upton, Long Island, New York","Beam-Beam Simulations Challenges for Future Electron-Ion Collider eRHIC",516 520,
weo2c02,"Y. Luo, W. Fischer, BNL, Upton, Long Island, New York","Computational Challenges for Beam-Beam Simulations for RHIC",521 523,
weo2c04,"J. Qiang, LBNL, Berkeley, California; H. Bartosik, C. Carli, Y. Papaphilippou, CERN, Geneva; R.D. Ryne, LBNL, Berkeley, California; U. Wienands, SLAC, Menlo Park, California","Simulation of Space-charge Effects in the Proposed CERN PS",524 528,
weo2c05,"A. Macridin, J.F. Amundson, Fermilab, Batavia; D.O. McCarron, IIT, Chicago, Illinois; L.K. Spentzouris, Illinois Institute of Technology, Chicago, Illinois; P. Spentzouris, Fermilab, Batavia","Wake Functions for Laminated Magnets and Applications for Fermilab Booster Synchrotron",529 533,
weo2c06,"E.W. Nissen, B. Erdelyi, Northern Illinois University, DeKalb, Illinois","A New Paradigm for Modeling, Simulation, and Analysis of Intense Beams",534 538,
weo2d01,"A.V. Aleksandrov, ORNL, Oak Ridge, Tennessee","Challenges of Reconciling Theoretical and Measured Beam Parameters at the SNS Accelerator Facility.",539 542,
