fr1-1,"P.B. Wilson, SLAC, Stanford, California, USA","Future e+e- Linear Colliders and Beam-Beam Effects",585 590,
we3-43,"B.G. Chidley, R.M. Hutcheon, G.E. McMichael, Atomic Energy of Canada, Chalk River, Ontario, Canada","A Heavy Ion RFQ with High Accelerating Gradient",361 363,
we3-44,"C.L. Olson, Sandia National Laboratories, Albuquerque, New Mexico, USA","Ionization Front Accelerator",364 366,
we3-47,"V.G. Dolbilov, A.A. Fateev, V.I. Kazacha, V.I. Mironov, V.A. Petrov, V.P. Sarantsev, A.S. Shcheulin, A.I. Sidorov, A.P. Sumbaev, S.I. Tiutiunnikov, JINR, Dubna, Moscow Region, USSR","The KUTI-20 Accelerator First Stage Adjusting",367 370,
we3-48,"N. Ueda, S. Arai, T. Fukushima, Y. Hirao, A. Mizobuchi, T. Nakanishi, S. Tatsumi, S. Yamada, University of Tokyo, Tokyo, Japan; M. Olivier, CEN-Saclay, Gif-sur-Yvette, France","Beam Test of the RFQ Linac TALL",371 373,
we3-49,"E. Tojyo, S. Arai, T. Fujino, T. Fukushima, N. Tokuda, University of Tokyo, Tokyo, Japan; T. Hattori, Tokyo Institute of Technology, Tokyo, Japan","A Multi-Module Cavity Structure of Split Coaxial RFQ",374 376,
we3-5,"A. Schempp, H. Klein, P. Schastok, Universität Frankfurt, Frankfurt-am-Main, Germany; K.H. Pape, S.H. Wang, DESY, Hamburg, Germany","Status of the HERA-RFQ Injector",254 256,
we3-50,"T. Hattori, E. Arai, Y. Oguri, K. Sato, H. Suzuki, Tokyo Institute of Technology, Tokyo, Japan","Construction and Acceleration Characteristics of the Tokyo Institute of Technology Heavy Ion Linac",377 379,
we3-51,"S. Fu, Y.B. Chen, X. Xie, China Institute of Atomic Energy, Beijing, China","A Computer Program for Beam Phase Space with Arbitrary Configuration",380 382,
we3-6,"A. Schempp, Universität Frankfurt, Frankfurt-am-Main, Germany","The Design of a Single Pulse Accelerator",257 259,
we3-8,"R.A. Gough, D. Howard, J. Staples, J. Tanabe, D. Yee, LBL, Berkeley, California, USA; C.D. Curtis, Fermilab, Batavia, Illinois, USA; K. Prelec, BNL, Upton, New York, USA","Design of an RFQ-Based, H- Injector for the BNL/FNAL 200 MeV Proton Linacs",260 262,
we3-9,"B. Feinberg, I.G. Brown, LBL, Berkeley, California, USA","The SuperHILAC Upgrade Project",263 265,
